eq_id,event,mag,hyp_lat,hyp_long,hyp_depth,network,station,sta_lat,sta_long,sta_elev,hyp_dist,component,dt,npt,PGA,PGV,PGD,disp_final1,disp_final2,method,tp,t1,t2,t3,tstart,tsearch,HP-FC,K,maxE,t1f,t2f,Km,fname_acc,fname_vel,fname_disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN002,22.9725,121.304,0.046,22.5096533198748,Z,0.01,8001,0.473283790473841,6.36042724145374,3.95029656420217,-0.237956724686921,-0.356118156755449,BooreQuad,8,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN002_Z.acc,20220918064410_TSMIP_TTN002_Z.vel,20220918064410_TSMIP_TTN002_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN002,22.9725,121.304,0.046,22.5096533198748,N,0.01,8001,0.938980287682289,18.4488568612601,24.9701248760696,10.8527099357787,10.7510679173217,BooreQuad,8,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN002_N.acc,20220918064410_TSMIP_TTN002_N.vel,20220918064410_TSMIP_TTN002_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN002,22.9725,121.304,0.046,22.5096533198748,E,0.01,8001,1.08979613560937,10.0958552897698,17.115509002487,-6.00009507301534,-5.97678894199601,BooreQuad,8,10.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN002_E.acc,20220918064410_TSMIP_TTN002_E.vel,20220918064410_TSMIP_TTN002_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN014,23.0978,121.3731,0.037,19.6273292192811,Z,0.01,8001,0.811078609401013,10.5159667761996,7.5091264655335,-1.53308737242327,-1.33169441729812,BoorePieceWise,8,10,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN014_Z.acc,20220918064410_TSMIP_TTN014_Z.vel,20220918064410_TSMIP_TTN014_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN014,23.0978,121.3731,0.037,19.6273292192811,N,0.01,8001,1.85532134250152,20.8108589418064,35.5093174259232,22.8467323545755,22.8289838570567,BoorePieceWise,8,10,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN014_N.acc,20220918064410_TSMIP_TTN014_N.vel,20220918064410_TSMIP_TTN014_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN014,23.0978,121.3731,0.037,19.6273292192811,E,0.01,8001,2.68679937402484,31.4361825342141,26.1410513183341,-22.0075032405774,-21.9973644751228,BoorePieceWise,8,10,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN014_E.acc,20220918064410_TSMIP_TTN014_E.vel,20220918064410_TSMIP_TTN014_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN015,22.7522,121.1549,0.012,43.7581448249307,Z,0.01,11001,0.256581514158485,5.29820467973064,5.1682706764891,-0.0880129595657147,-0.11845630164984,BooreQuad,12,14.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN015_Z.acc,20220918064410_TSMIP_TTN015_Z.vel,20220918064410_TSMIP_TTN015_Z.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN015,22.7522,121.1549,0.012,43.7581448249307,N,0.01,11001,0.442435375665674,12.6626007232394,8.4506879697499,-0.0917108451934189,0.479229312397664,BooreQuad,12,14.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN015_N.acc,20220918064410_TSMIP_TTN015_N.vel,20220918064410_TSMIP_TTN015_N.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN015,22.7522,121.1549,0.012,43.7581448249307,E,0.01,11001,0.589087115050881,18.5086730831084,10.176003078759,-3.44668823854606,-3.56935566414686,BooreQuad,12,14.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN015_E.acc,20220918064410_TSMIP_TTN015_E.vel,20220918064410_TSMIP_TTN015_E.disp
32767,2022 Chihshang,6.9,23.14,121.2,7,TSMIP,TTN020,23.1259,121.2147,0.278,7.32838111538213,Z,0.01,7001,2.02615856504128,23.3092775184113,36.4893812998953,23.4923786918184,23.2556821679664,BoorePieceWise,6,6.9,30.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20220918064410_TSMIP_TTN020_Z.acc,20220918064410_TSMIP_TTN020_Z.vel,20220918064410_TSMIP_TTN020_Z.disp
